customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
GJ79432,Nevada,6005.214792,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,A
CW49887,California,4626.801093,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Special Auto,Special L1,Offer2,Branch,547.2,,,
NN51066,Oregon,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Personal Auto,Personal L2,Offer2,Agent,486.278557,Four-Door Car,Large,
FR66336,California,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize,A
VI66860,Nevada,3554.845264,Yes,Extended,Master,1/10/11,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,55.510526,Four-Door Car,Large,
ZO89996,Oregon,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6.0,27,0.0,1,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Medsize,
VU99589,Arizona,34611.37896,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Agent,523.2,Sports Car,Medsize,
RY10920,Oregon,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,A
NB27041,Arizona,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,542.4,Four-Door Car,Large,A
VG16827,California,4626.801093,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Personal Auto,Personal L2,Offer2,Branch,547.2,SUV,Medsize,A
FV33188,Washington,2453.570794,Yes,Basic,Bachelor,2/9/11,Medical Leave,M,29735,Suburban,Single,69,3.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,A
VN92740,Arizona,2771.045031,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3.0,32,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,18.918935,Two-Door Car,Medsize,A
KR25511,Washington,6005.214792,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,8,Corporate Auto,Corporate L2,Offer1,Agent,364.8,,,
WT38706,Oregon,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,
MG10140,Oregon,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14.0,38,1.0,1,Personal Auto,Personal L1,Offer2,Call Center,19.575683,Two-Door Car,Large,A
EZ70589,Washington,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L1,Offer2,Call Center,7.345946,Two-Door Car,Small,A
AD28535,California,3554.845264,Yes,Extended,Master,1/10/11,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Personal Auto,Personal L1,Offer1,Branch,55.510526,Four-Door Car,Large,
CA55066,Arizona,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize,
CJ64468,Oregon,4770.550911,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal Auto,Personal L2,Offer1,Web,362.774545,Two-Door Car,Medsize,
MZ24175,Arizona,3096.511217,Yes,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14.0,28,0.0,1,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize,
OE88763,California,11315.20373,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,484.8,Four-Door Car,Medsize,A
LM19287,Oregon,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31.0,34,0.0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large,
IH35630,Oregon,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,A
TE44937,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,
ZN71189,Oregon,4014.453113,Yes,Extended,Doctor,1/8/11,Employed,F,37384,Suburban,Married,99,9.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Agent,475.2,Four-Door Car,Medsize,
OM55336,Nevada,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10.0,61,0.0,2,Personal Auto,Personal L2,Offer2,Agent,231.201886,Two-Door Car,Medsize,
LD48189,Nevada,5979.724161,Yes,Extended,High School or Below,2/7/11,Employed,F,57693,Suburban,Divorced,76,16.0,56,0.0,3,Personal Auto,Personal L2,Offer2,Agent,547.2,Four-Door Car,Medsize,A
BD84823,Oregon,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize,
WE21182,Oregon,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,
FP17993,Arizona,5504.139033,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18.0,45,0.0,5,Personal Auto,Personal L2,Offer1,Call Center,350.4,,,A
WN13366,Arizona,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,
JB20891,Arizona,10083.48688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18.0,84,0.0,2,Personal Auto,Personal L1,Offer1,Agent,571.479602,Four-Door Car,Large,A
IV60781,California,4014.453113,Yes,Extended,Doctor,1/8/11,Employed,F,37384,Suburban,Married,99,9.0,17,0.0,1,Personal Auto,Personal L1,Offer2,Agent,475.2,Four-Door Car,Medsize,A
UA38043,California,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Personal Auto,Personal L2,Offer1,Branch,572.072106,Four-Door Car,Medsize,
ES66762,Oregon,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7.0,3,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,631.743039,Two-Door Car,Medsize,A
YU72630,Arizona,2592.437797,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,,,
UU32345,California,22332.43946,Yes,Extended,College,1/11/11,Employed,M,49078,Suburban,Single,97,10.0,3,0.0,2,Corporate Auto,Corporate L3,Offer2,Branch,484.013411,Four-Door Car,Medsize,
QS35019,California,14435.67365,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,
MU53420,Oregon,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize,A
VJ64329,Oregon,25464.82059,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1.0,66,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,465.6,Four-Door Car,Small,A
AQ51368,Oregon,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7.0,3,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,631.743039,Two-Door Car,Medsize,A
QE12539,California,12731.95161,Yes,Basic,Doctor,1/14/11,Employed,M,40870,Suburban,Married,105,3.0,56,0.0,2,Personal Auto,Personal L1,Offer1,Agent,504.0,SUV,Large,A
MB98372,Oregon,2771.045031,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3.0,32,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,18.918935,Two-Door Car,Medsize,A
YB39959,Oregon,3237.996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Personal Auto,Personal L1,Offer3,Agent,326.281835,Four-Door Car,Medsize,A
UV54104,Oregon,2300.691547,Yes,Basic,Bachelor,1/15/11,Retired,M,25905,Suburban,Divorced,63,21.0,12,0.0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,Large,A
WY58555,Oregon,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,25632,Suburban,Married,63,27.0,52,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,351.270869,Two-Door Car,Medsize,A
XS17260,Oregon,12280.76661,Yes,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Two-Door Car,Medsize,
VM13430,Oregon,8609.158215,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2.0,74,0.0,3,Corporate Auto,Corporate L3,Offer2,Branch,289.040734,SUV,Medsize,A
AC42963,California,21423.63723,Yes,Basic,Bachelor,1/3/11,Unemployed,M,0,Suburban,Married,65,9.0,31,0.0,2,Special Auto,Special L3,Offer2,Agent,312.0,Two-Door Car,Medsize,
FV83989,Arizona,2453.570794,Yes,Basic,Bachelor,2/9/11,Medical Leave,M,29735,Suburban,Single,69,3.0,92,0.0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,A
RD89159,Oregon,4362.931238,Yes,Premium,College,1/3/11,Employed,M,58842,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L3,Offer2,Branch,528.0,Four-Door Car,Medsize,
OK14812,Nevada,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,
DD44177,California,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,Medsize,
KY33386,Washington,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,A
VY40793,Oregon,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,,2,,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,Medsize,
KT54608,Arizona,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7.0,56,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,
JS38272,Arizona,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27.0,2,0.0,1,Personal Auto,Personal L2,Offer2,Agent,725.870693,SUV,Medsize,A
QP65569,Arizona,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medsize,
PP92749,California,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Special Auto,Special L2,Offer2,Agent,882.871945,Four-Door Car,Small,
QF74806,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,4,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,Medsize,A
TG97744,Oregon,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,393.6,,,
NI99807,Oregon,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1.0,59,0.0,2,Personal Auto,Personal L2,Offer2,Branch,612.300581,SUV,Small,
GU91528,Oregon,4254.620669,Yes,Basic,High School or Below,2/3/11,Disabled,F,11904,Suburban,Single,61,34.0,11,2.0,3,Personal Auto,Personal L1,Offer1,Web,292.8,,,A
ZJ26179,Oregon,8382.478392,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,791.878042,Four-Door Car,Medsize,A
DP77737,Oregon,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,Medsize,
DN66715,California,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Personal Auto,Personal L3,Offer2,Agent,307.2,Four-Door Car,Small,A
NR32615,California,5498.940679,Yes,Basic,College,2/5/11,Medical Leave,M,22520,Suburban,Married,73,17.0,64,0.0,3,Corporate Auto,Corporate L2,Offer1,Branch,350.4,Four-Door Car,Medsize,A
PL18921,Oregon,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Personal Auto,Personal L2,Offer1,Agent,257.248789,Two-Door Car,Medsize,
CF27806,California,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Agent,702.990032,SUV,Medsize,
DJ11965,California,4904.894731,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize,
DA54619,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,,44,,9,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large,A
AW48347,Washington,13024.13012,Yes,Extended,Master,1/31/11,Unemployed,M,0,Suburban,Single,125,6.0,61,0.0,2,Personal Auto,Personal L3,Offer1,Agent,900.0,SUV,Small,
IS94199,California,4254.620669,Yes,Basic,High School or Below,2/3/11,Disabled,F,11904,Suburban,Single,61,34.0,11,2.0,3,Personal Auto,Personal L2,Offer1,Web,292.8,Two-Door Car,Small,A
ZH93283,Arizona,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L1,Offer1,Agent,412.8,Four-Door Car,Medsize,A
IJ21010,Arizona,5015.009472,Yes,Extended,Bachelor,2/3/11,Employed,F,48567,Suburban,Single,130,12.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Agent,624.0,SUV,Medsize,
PC83755,Oregon,2471.528431,Yes,Basic,High School or Below,1/15/11,Employed,M,95697,Rural,Married,61,16.0,55,0.0,1,Personal Auto,Personal L2,Offer2,Agent,114.273025,Two-Door Car,Medsize,
NQ32487,California,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medsize,A
NT76210,Nevada,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Personal Auto,Personal L3,Offer1,Agent,960.115399,SUV,Large,
KC50464,Arizona,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,42.689135,Four-Door Car,Medsize,
FL69363,Oregon,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8.0,23,0.0,8,Personal Auto,Personal L1,Offer1,Agent,158.077504,Sports Car,Medsize,
DU39756,Nevada,4170.687348,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Corporate Auto,Corporate L2,Offer2,Branch,513.6,,,A
YW85018,Nevada,2810.464447,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4.0,41,0.0,1,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize,A
ZK83518,California,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28.0,22,0.0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,
VE72838,Arizona,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,A
CW12066,Oregon,11638.89947,Yes,Basic,College,1/26/11,Medical Leave,F,25370,Suburban,Married,102,10.0,77,0.0,2,Corporate Auto,Corporate L1,Offer1,Branch,489.6,Sports Car,Large,A
NK91488,Nevada,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31.0,30,1.0,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Small,A
RI46607,California,5015.009472,Yes,Extended,Bachelor,2/3/11,Employed,F,48567,Suburban,Single,130,12.0,15,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,624.0,SUV,Medsize,A
LC90366,Nevada,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize,A
ZS50183,Arizona,8002.308333,Yes,Basic,College,1/11/11,Unemployed,F,0,Suburban,Married,107,3.0,65,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,513.6,SUV,Medsize,A
OI98135,Washington,3933.813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6.0,20,0.0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize,A
DY22077,Arizona,8622.835375,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6.0,85,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,350.4,Four-Door Car,Medsize,
QL20148,Oregon,22332.43946,Yes,Extended,College,1/11/11,Employed,M,49078,Suburban,Single,97,10.0,3,0.0,2,Personal Auto,Personal L3,Offer2,Branch,484.013411,Four-Door Car,Medsize,A
EM27919,California,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,,,
PF81183,California,5389.499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,57.712985,Sports Car,Medsize,A
RX13282,Oregon,12168.74492,Yes,Basic,Bachelor,2/5/11,Retired,M,14973,Suburban,Divorced,115,2.0,75,0.0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,A
RO57944,Nevada,26197.41498,Yes,Basic,High School or Below,1/15/11,Disabled,F,18495,Suburban,Married,113,10.0,15,0.0,2,Personal Auto,Personal L2,Offer1,Branch,542.4,SUV,Large,
SV43220,Oregon,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,
LH91968,Oregon,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,,10,,9,Corporate Auto,Corporate L3,Offer2,Agent,133.425609,SUV,Medsize,A
RU50098,Arizona,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,A
RE52529,California,14024.35839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10.0,55,0.0,2,Corporate Auto,Corporate L1,Offer2,Web,256.43803,Four-Door Car,Medsize,A
MT58123,California,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1.0,59,0.0,2,Corporate Auto,Corporate L2,Offer2,Branch,612.300581,SUV,Small,A
ZZ22047,Washington,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,331.2,Four-Door Car,Medsize,
EE57466,Arizona,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize,A
KZ26788,Washington,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14.0,79,0.0,1,Personal Auto,Personal L2,Offer1,Branch,494.4,Two-Door Car,Medsize,
NM57315,California,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25.0,56,0.0,2,Special Auto,Special L3,Offer2,Call Center,525.6,Two-Door Car,Small,
YT91759,California,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,
GD29440,Washington,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Personal Auto,Personal L3,Offer2,Web,340.8,Four-Door Car,Medsize,
FP17993,Arizona,5504.139033,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,,45,,5,Personal Auto,Personal L2,Offer1,Call Center,350.4,,,
FM14335,Washington,10484.91535,Yes,Extended,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22.0,93,0.0,2,Personal Auto,Personal L1,Offer2,Agent,49.451117,Four-Door Car,Medsize,
TB53616,California,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3.0,43,1.0,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize,
BX70848,Washington,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L3,Offer1,Agent,604.8,SUV,Medsize,
QB24570,Oregon,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15.0,47,0.0,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52179,Sports Car,Medsize,A
GI46001,California,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large,A
UZ97486,California,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25.0,56,0.0,2,Corporate Auto,Corporate L2,Offer2,Call Center,525.6,Two-Door Car,Small,
IV60781,California,4014.453113,Yes,Extended,Doctor,1/8/11,Employed,F,37384,Suburban,Married,99,,17,,1,Personal Auto,Personal L1,Offer2,Agent,475.2,Four-Door Car,Medsize,
PU41916,Oregon,22103.5072,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize,
KO44736,Oregon,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25.0,56,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,525.6,,,A
WS25565,California,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3.0,63,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,523.888845,Four-Door Car,Small,A
KR35099,Washington,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,,61,,2,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize,
UU22643,Oregon,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Personal Auto,Personal L3,Offer1,Agent,694.598288,SUV,Medsize,
HD29166,Oregon,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,
EW13798,California,4014.453113,Yes,Extended,Doctor,1/8/11,Employed,F,37384,Suburban,Married,99,9.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Agent,475.2,Four-Door Car,Medsize,A
DP46882,California,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,486.278557,Four-Door Car,Large,
ZW79814,California,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33.0,70,0.0,7,Personal Auto,Personal L1,Offer2,Agent,599.000883,Two-Door Car,Medsize,A
HM38744,Oregon,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,508.8,SUV,Medsize,A
LO39834,Oregon,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,A
ML10022,Nevada,13197.92893,Yes,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,68,19.0,2,3.0,2,Personal Auto,Personal L1,Offer1,Agent,326.4,Four-Door Car,Large,
JK57654,California,10972.06778,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,
SC23927,California,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal L2,Offer2,Agent,638.4,SUV,Medsize,A
UK79109,California,9095.049868,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Corporate Auto,Corporate L1,Offer2,Call Center,556.8,SUV,Medsize,A
IE85867,Arizona,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,,,A
VD78722,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize,A
NW54906,Oregon,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Branch,612.300581,SUV,Small,
